session,speaker,emotion
Ses02F_impro04,M009,neu
Ses02F_impro04,M010,neu
Ses02F_impro04,M011,neu
Ses02F_impro04,M012,neu
Ses02F_impro04,M013,neu
Ses02F_impro04,M014,fru
Ses02F_impro04,M015,neu
Ses02F_impro04,M016,neu
Ses02F_impro04,M017,neu
Ses02F_impro04,M018,neu
Ses02F_impro04,M019,neu
Ses02F_impro04,M020,xxx
Ses02F_impro05,F000,neu
Ses02F_impro05,F001,neu
Ses02F_impro05,F002,sur
Ses02F_impro05,F003,sur
Ses02F_impro05,F004,neu
Ses02F_impro05,F005,sur
Ses02F_impro05,F006,ang
Ses02F_impro05,F007,fru
Ses02F_impro05,F008,xxx
Ses02F_impro05,F009,xxx
Ses02F_impro05,F010,ang
Ses02F_impro05,F011,fru
Ses02F_impro05,F012,xxx
Ses02F_impro05,F013,fru
Ses02F_impro05,F014,fru
Ses02F_impro05,F015,fru
Ses02F_impro05,F016,fru
Ses02F_impro05,F017,fru
Ses02F_impro05,F018,fru
Ses02F_impro05,F019,ang
Ses02F_impro05,F020,fru
Ses02F_impro05,F021,xxx
Ses02F_impro05,F022,fru
Ses02F_impro05,M000,neu
Ses02F_impro05,M001,neu
Ses02F_impro05,M002,neu
Ses02F_impro05,M003,neu
Ses02F_impro05,M004,neu
Ses02F_impro05,M005,neu
Ses02F_impro05,M006,neu
Ses02F_impro05,M007,neu
Ses02F_impro05,M008,neu
Ses02F_impro05,M009,neu
Ses02F_impro05,M010,neu
Ses02F_impro05,M011,neu
Ses02F_impro05,M012,neu
Ses02F_impro05,M013,neu
Ses02F_impro05,M014,neu
Ses02F_impro05,M015,neu
Ses02F_impro05,M016,neu
Ses02F_impro05,M017,neu
Ses02F_impro05,M018,neu
Ses02F_impro05,M019,neu
Ses02F_impro05,M020,neu
Ses02F_impro05,M021,neu
Ses02F_impro06,F000,sad
Ses02F_impro06,F001,sad
Ses02F_impro06,F002,sad
Ses02F_impro06,F003,sad
Ses02F_impro06,F004,sad
Ses02F_impro06,F005,sad
Ses02F_impro06,F006,sad
Ses02F_impro06,F007,sad
Ses02F_impro06,F008,sad
Ses02F_impro06,F009,sad
Ses02F_impro06,F010,sad
Ses02F_impro06,F011,sad
Ses02F_impro06,F012,sad
Ses02F_impro06,F013,sad
Ses02F_impro06,F014,sad
Ses02F_impro06,M000,neu
Ses02F_impro06,M001,neu
Ses02F_impro06,M002,neu
Ses02F_impro06,M003,neu
Ses02F_impro06,M004,neu
Ses02F_impro06,M005,neu
Ses02F_impro06,M006,neu
Ses02F_impro06,M007,neu
Ses02F_impro06,M008,neu
Ses02F_impro06,M009,neu
Ses02F_impro06,M010,neu
Ses02F_impro06,M011,neu
Ses02F_impro06,M012,neu
Ses02F_impro06,M013,neu
Ses02F_impro06,M014,neu
Ses02F_impro06,M015,neu
Ses02F_impro06,M016,neu
Ses02F_impro06,M017,neu
Ses02F_impro06,M018,neu
Ses02F_impro06,M019,neu
Ses02F_impro07,F000,xxx
Ses02F_impro07,F001,exc
Ses02F_impro07,F002,exc
Ses02F_impro07,F003,exc
Ses02F_impro07,F004,exc
Ses02F_impro07,F005,exc
Ses02F_impro07,F006,exc
Ses02F_impro07,F007,exc
Ses02F_impro07,F008,exc
Ses02F_impro07,F009,exc
Ses02F_impro07,F010,exc
Ses02F_impro07,F011,exc
Ses02F_impro07,F012,exc
Ses02F_impro07,F013,exc
Ses02F_impro07,F014,exc
Ses02F_impro07,F015,exc
Ses02F_impro07,F016,exc
Ses02F_impro07,F017,exc
Ses02F_impro07,F018,exc
Ses02F_impro07,F019,exc
Ses02F_impro07,F020,exc
Ses02F_impro07,F021,exc
Ses02F_impro07,F022,exc
Ses02F_impro07,F023,exc
Ses02F_impro07,F024,exc
Ses02F_impro07,F025,exc
Ses02F_impro07,F026,exc
Ses02F_impro07,F027,exc
Ses02F_impro07,F028,exc
Ses02F_impro07,F029,exc
Ses02F_impro07,F030,exc
Ses02F_impro07,F031,exc
Ses02F_impro07,F032,exc
Ses02F_impro07,F033,exc
Ses02F_impro07,F034,exc
Ses02F_impro07,F035,exc
Ses02F_impro07,F036,exc
Ses02F_impro07,F037,exc
Ses02F_impro07,M000,neu
Ses02F_impro07,M001,exc
Ses02F_impro07,M002,exc
Ses02F_impro07,M003,exc
Ses02F_impro07,M004,exc
Ses02F_impro07,M005,exc
Ses02F_impro07,M006,exc
Ses02F_impro07,M007,exc
Ses02F_impro07,M008,exc
Ses02F_impro07,M009,exc
Ses02F_impro07,M010,exc
Ses02F_impro07,M011,exc
Ses02F_impro07,M012,xxx
Ses02F_impro07,M013,xxx
Ses02F_impro07,M014,xxx
Ses02F_impro07,M015,xxx
Ses02F_impro07,M016,neu
Ses02F_impro07,M017,exc
Ses02F_impro07,M018,hap
Ses02F_impro07,M019,hap
Ses02F_impro07,M020,xxx
Ses02F_impro07,M021,xxx
Ses02F_impro07,M022,xxx
Ses02F_impro07,M023,exc
Ses02F_impro07,M024,xxx
Ses02F_impro07,M025,xxx
Ses02F_impro07,M026,xxx
Ses02F_impro07,M027,exc
Ses02F_impro07,M028,exc
Ses02F_impro07,M029,exc
Ses02F_impro07,M030,xxx
Ses02F_impro07,M031,xxx
Ses02F_impro07,M032,xxx
Ses02F_impro07,M033,xxx
Ses02F_impro07,M034,exc
Ses02F_impro07,M035,xxx
Ses02F_impro08,F000,neu
Ses02F_impro08,F001,neu
Ses02F_impro08,F002,neu
Ses02F_impro08,F003,neu
Ses02F_impro08,F004,neu
Ses02F_impro08,F005,neu
Ses02F_impro08,F006,neu
Ses02F_impro08,F007,neu
Ses02F_impro08,F008,neu
Ses02F_impro08,F009,neu
Ses02F_impro08,F010,neu
Ses02F_impro08,F011,neu
Ses02F_impro08,F012,neu
Ses02F_impro08,F013,neu
Ses02F_impro08,F014,neu
Ses02F_impro08,F015,neu
Ses02F_impro08,F016,neu
Ses02F_impro08,F017,neu
Ses02F_impro08,F018,neu
Ses02F_impro08,F019,neu
Ses02F_impro08,F020,neu
Ses02F_impro08,F021,neu
Ses02F_impro08,F022,neu
Ses02F_impro08,F023,neu
Ses02F_impro08,F024,neu
Ses02F_impro08,F025,neu
Ses02F_impro08,F026,neu
Ses02F_impro08,F027,neu
Ses02F_impro08,M000,fru
Ses02F_impro08,M001,fru
Ses02F_impro08,M002,fru
Ses02F_impro08,M003,neu
Ses02F_impro08,M004,fru
Ses02F_impro08,M005,neu
Ses02F_impro08,M006,neu
Ses02F_impro08,M007,neu
Ses02F_impro08,M008,neu
Ses02F_impro08,M009,neu
Ses02F_impro08,M010,neu
Ses02F_impro08,M011,neu
Ses02F_impro08,M012,neu
Ses02F_impro08,M013,neu
Ses02F_impro08,M014,xxx
Ses02F_impro08,M015,neu
Ses02F_impro08,M016,neu
Ses02F_impro08,M017,xxx
Ses02F_impro08,M018,neu
Ses02F_impro08,M019,neu
Ses02F_script01_1,F000,xxx
Ses02F_script01_1,F001,xxx
Ses02F_script01_1,F002,xxx
Ses02F_script01_1,F003,xxx
Ses02F_script01_1,F004,sad
Ses02F_script01_1,F005,sad
Ses02F_script01_1,F006,sad
Ses02F_script01_1,F007,xxx
Ses02F_script01_1,F008,xxx
Ses02F_script01_1,F009,xxx
Ses02F_script01_1,F010,xxx
Ses02F_script01_1,F011,fru
Ses02F_script01_1,F012,fru
Ses02F_script01_1,F013,fru
Ses02F_script01_1,F014,fru
Ses02F_script01_1,F015,xxx
Ses02F_script01_1,F016,xxx
Ses02F_script01_1,F017,sad
Ses02F_script01_1,F018,neu
Ses02F_script01_1,F019,ang
Ses02F_script01_1,F020,xxx
Ses02F_script01_1,F021,neu
Ses02F_script01_1,F022,xxx
Ses02F_script01_1,F023,fru
Ses02F_script01_1,F024,fru
Ses02F_script01_1,F025,neu
Ses02F_script01_1,F026,neu
Ses02F_script01_1,F027,neu
Ses02F_script01_1,F028,sad
Ses02F_script01_1,F029,fru
Ses02F_script01_1,F030,fru
Ses02F_script01_1,F031,fru
Ses02F_script01_1,F032,fru
Ses02F_script01_1,F033,fru
Ses02F_script01_1,F034,fru
Ses02F_script01_1,F035,sur
Ses02F_script01_1,F036,ang
Ses02F_script01_1,F037,ang
Ses02F_script01_1,F038,ang
Ses02F_script01_1,F039,xxx
Ses02F_script01_1,F040,ang
Ses02F_script01_1,F041,xxx
Ses02F_script01_1,F042,fru
Ses02F_script01_1,F043,fru
Ses02F_script01_1,F044,sad
Ses02F_script01_1,M000,xxx
Ses02F_script01_1,M001,xxx
Ses02F_script01_1,M002,xxx
Ses02F_script01_1,M003,xxx
Ses02F_script01_1,M004,xxx
Ses02F_script01_1,M005,xxx
Ses02F_script01_1,M006,xxx
Ses02F_script01_1,M007,xxx
Ses02F_script01_1,M008,xxx
Ses02F_script01_1,M009,xxx
Ses02F_script01_1,M010,xxx
Ses02F_script01_1,M011,ang
Ses02F_script01_1,M012,fru
Ses02F_script01_1,M013,ang
Ses02F_script01_1,M014,xxx
Ses02F_script01_1,M015,fru
Ses02F_script01_1,M016,xxx
Ses02F_script01_1,M017,neu
Ses02F_script01_1,M018,fru
Ses02F_script01_1,M019,fru
Ses02F_script01_1,M020,fru
Ses02F_script01_1,M021,ang
Ses02F_script01_1,M022,xxx
Ses02F_script01_1,M023,ang
Ses02F_script01_1,M024,fru
Ses02F_script01_1,M025,ang
Ses02F_script01_1,M026,xxx
Ses02F_script01_1,M027,sad
Ses02F_script01_1,M028,xxx
Ses02F_script01_1,M029,neu
Ses02F_script01_1,M030,xxx
Ses02F_script01_1,M031,fru
Ses02F_script01_1,M032,fru
Ses02F_script01_1,M033,fru
Ses02F_script01_1,M034,xxx
Ses02F_script01_1,M035,xxx
Ses02F_script01_1,M036,ang
Ses02F_script01_1,M037,ang
Ses02F_script01_1,M038,ang
Ses02F_script01_1,M039,xxx
Ses02F_script01_1,M040,neu
Ses02F_script01_1,M041,xxx
Ses02F_script01_1,M042,fru
Ses02F_script01_1,M043,neu
Ses02F_script01_1,M044,neu
Ses02F_script01_2,F000,xxx
Ses02F_script01_2,F001,xxx
Ses02F_script01_2,F002,xxx
Ses02F_script01_2,F003,xxx
Ses02F_script01_2,F004,oth
Ses02F_script01_2,F005,ang
Ses02F_script01_2,F006,xxx
Ses02F_script01_2,F007,xxx
Ses02F_script01_2,F008,fru
Ses02F_script01_2,F009,fru
Ses02F_script01_2,F010,xxx
Ses02F_script01_2,F011,fru
Ses02F_script01_2,F012,ang
Ses02F_script01_2,F013,ang
Ses02F_script01_2,F014,fru
Ses02F_script01_2,F015,fru
Ses02F_script01_2,F016,fru
Ses02F_script01_2,F017,fru
Ses02F_script01_2,F018,fru
Ses02F_script01_2,M000,xxx
Ses02F_script01_2,M001,neu
Ses02F_script01_2,M002,neu
Ses02F_script01_2,M003,xxx
Ses02F_script01_2,M004,neu
Ses02F_script01_2,M005,neu
Ses02F_script01_2,M006,neu
Ses02F_script01_2,M007,neu
Ses02F_script01_2,M008,neu
Ses02F_script01_2,M009,fru
Ses02F_script01_2,M010,fru
Ses02F_script01_2,M011,fru
Ses02F_script01_2,M012,fru
Ses02F_script01_2,M013,fru
Ses02F_script01_2,M014,fru
Ses02F_script01_2,M015,xxx
Ses02F_script01_2,M016,ang
Ses02F_script01_2,M017,ang
Ses02F_script01_2,M018,ang
Ses02F_script01_3,F000,xxx
Ses02F_script01_3,F001,xxx
Ses02F_script01_3,F002,xxx
Ses02F_script01_3,F003,xxx
Ses02F_script01_3,F004,xxx
Ses02F_script01_3,F005,xxx
Ses02F_script01_3,F006,xxx
Ses02F_script01_3,F007,xxx
Ses02F_script01_3,F008,xxx
Ses02F_script01_3,F009,sad
Ses02F_script01_3,F010,xxx
Ses02F_script01_3,F011,xxx
Ses02F_script01_3,F012,hap
Ses02F_script01_3,F013,hap
Ses02F_script01_3,F014,hap
Ses02F_script01_3,F015,xxx
Ses02F_script01_3,F016,hap
Ses02F_script01_3,F017,xxx
Ses02F_script01_3,F018,xxx
Ses02F_script01_3,F019,xxx
Ses02F_script01_3,F020,sad
Ses02F_script01_3,F021,sad
Ses02F_script01_3,F022,sad
Ses02F_script01_3,F023,sad
Ses02F_script01_3,F024,sad
Ses02F_script01_3,F025,sad
Ses02F_script01_3,F026,sad
Ses02F_script01_3,F027,xxx
Ses02F_script01_3,F028,xxx
Ses02F_script01_3,F029,hap
Ses02F_script01_3,M000,xxx
Ses02F_script01_3,M001,neu
Ses02F_script01_3,M002,xxx
Ses02F_script01_3,M003,xxx
Ses02F_script01_3,M004,xxx
Ses02F_script01_3,M005,xxx
Ses02F_script01_3,M006,xxx
Ses02F_script01_3,M007,xxx
Ses02F_script01_3,M008,xxx
Ses02F_script01_3,M009,xxx
Ses02F_script01_3,M010,exc
Ses02F_script01_3,M011,xxx
Ses02F_script01_3,M012,xxx
Ses02F_script01_3,M013,xxx
Ses02F_script01_3,M014,xxx
Ses02F_script01_3,M015,xxx
Ses02F_script01_3,M016,xxx
Ses02F_script01_3,M017,xxx
Ses02F_script01_3,M018,xxx
Ses02F_script01_3,M019,xxx
Ses02F_script01_3,M020,sad
Ses02F_script01_3,M021,sad
Ses02F_script01_3,M022,sad
Ses02F_script01_3,M023,sad
Ses02F_script01_3,M024,sad
Ses02F_script01_3,M025,sad
Ses02F_script01_3,M026,sad
Ses02F_script01_3,M027,sad
Ses02F_script01_3,M028,sad
Ses02F_script01_3,M029,sad
Ses02F_script01_3,M030,sad
Ses02F_script01_3,M031,sad
Ses02F_script01_3,M032,sad
Ses02F_script01_3,M033,sad
Ses02F_script01_3,M034,sad
Ses02F_script01_3,M035,xxx
Ses02F_script01_3,M036,xxx
Ses02F_script02_1,F000,xxx
Ses02F_script02_1,F001,neu
Ses02F_script02_1,F002,xxx
Ses02F_script02_1,F003,xxx
Ses02F_script02_1,F004,xxx
Ses02F_script02_1,F005,neu
Ses02F_script02_1,F006,xxx
Ses02F_script02_1,F007,fru
Ses02F_script02_1,F008,xxx
Ses02F_script02_1,F009,xxx
Ses02F_script02_1,F010,xxx
Ses02F_script02_1,F011,xxx
Ses02F_script02_1,F012,xxx
Ses02F_script02_1,F013,fru
Ses02F_script02_1,F014,fru
Ses02F_script02_1,F015,fru
Ses02F_script02_1,F016,fru
Ses02F_script02_1,F017,xxx
Ses02F_script02_1,F018,fru
Ses02F_script02_1,F019,neu
Ses02F_script02_1,F020,xxx
Ses02F_script02_1,F021,neu
Ses02F_script02_1,F022,xxx
Ses02F_script02_1,M000,exc
Ses02F_script02_1,M001,exc
Ses02F_script02_1,M002,exc
Ses02F_script02_1,M003,exc
Ses02F_script02_1,M004,exc
Ses02F_script02_1,M005,exc
Ses02F_script02_1,M006,exc
Ses02F_script02_1,M007,xxx
Ses02F_script02_1,M008,xxx
Ses02F_script02_1,M009,neu
Ses02F_script02_1,M010,neu
Ses02F_script02_1,M011,xxx
Ses02F_script02_1,M012,neu
Ses02F_script02_1,M013,neu
Ses02F_script02_1,M014,exc
Ses02F_script02_1,M015,exc
Ses02F_script02_1,M016,exc
Ses02F_script02_1,M017,neu
Ses02F_script02_1,M018,xxx
Ses02F_script02_1,M019,neu
Ses02F_script02_1,M020,neu
Ses02F_script02_1,M021,neu
Ses02F_script02_1,M022,xxx
Ses02F_script02_1,M023,xxx
Ses02F_script02_1,M024,exc
Ses02F_script02_1,M025,exc
Ses02F_script02_1,M026,exc
Ses02F_script02_1,M027,fru
Ses02F_script02_1,M028,exc
Ses02F_script02_1,M029,xxx
Ses02F_script02_1,M030,xxx
Ses02F_script02_1,M031,neu
Ses02F_script02_1,M032,xxx
Ses02F_script02_1,M033,neu
Ses02F_script02_1,M034,xxx
Ses02F_script02_1,M035,exc
Ses02F_script02_1,M036,exc
Ses02F_script02_1,M037,xxx
Ses02F_script02_1,M038,xxx
Ses02F_script02_1,M039,exc
Ses02F_script02_1,M040,exc
Ses02F_script02_1,M041,exc
Ses02F_script02_1,M042,exc
Ses02F_script02_1,M043,neu
Ses02F_script02_1,M044,neu
Ses02F_script02_2,F000,neu
Ses02F_script02_2,F001,fru
Ses02F_script02_2,F002,xxx
Ses02F_script02_2,F003,xxx
Ses02F_script02_2,F004,xxx
Ses02F_script02_2,F005,ang
Ses02F_script02_2,F006,ang
Ses02F_script02_2,F007,fru
Ses02F_script02_2,F008,fru
Ses02F_script02_2,F009,fru
Ses02F_script02_2,F010,fru
Ses02F_script02_2,F011,ang
Ses02F_script02_2,F012,fru
Ses02F_script02_2,F013,fru
Ses02F_script02_2,F014,xxx
Ses02F_script02_2,F015,sad
Ses02F_script02_2,F016,sad
Ses02F_script02_2,F017,sad
Ses02F_script02_2,F018,sad
Ses02F_script02_2,F019,sad
Ses02F_script02_2,F020,sad
Ses02F_script02_2,F021,sad
Ses02F_script02_2,F022,sad
Ses02F_script02_2,F023,xxx
Ses02F_script02_2,F024,sad
Ses02F_script02_2,F025,fru
Ses02F_script02_2,F026,fru
Ses02F_script02_2,F027,fru
Ses02F_script02_2,F028,xxx
Ses02F_script02_2,F029,xxx
Ses02F_script02_2,F030,xxx
Ses02F_script02_2,F031,sad
Ses02F_script02_2,F032,xxx
Ses02F_script02_2,F033,sad
Ses02F_script02_2,F034,sad
Ses02F_script02_2,F035,sad
Ses02F_script02_2,F036,xxx
Ses02F_script02_2,F037,xxx
Ses02F_script02_2,F038,sad
Ses02F_script02_2,F039,xxx
Ses02F_script02_2,F040,xxx
Ses02F_script02_2,F041,hap
Ses02F_script02_2,F042,hap
Ses02F_script02_2,F043,hap
Ses02F_script02_2,F044,sad
Ses02F_script02_2,F045,hap
Ses02F_script02_2,M000,exc
Ses02F_script02_2,M001,neu
Ses02F_script02_2,M002,neu
Ses02F_script02_2,M003,neu
Ses02F_script02_2,M004,xxx
Ses02F_script02_2,M005,neu
Ses02F_script02_2,M006,fru
Ses02F_script02_2,M007,neu
Ses02F_script02_2,M008,fru
Ses02F_script02_2,M009,neu
Ses02F_script02_2,M010,neu
Ses02F_script02_2,M011,fru
Ses02F_script02_2,M012,fru
Ses02F_script02_2,M013,neu
Ses02F_script02_2,M014,fru
Ses02F_script02_2,M015,xxx
Ses02F_script02_2,M016,neu
Ses02F_script02_2,M017,neu
Ses02F_script02_2,M018,neu
Ses02F_script02_2,M019,neu
Ses02F_script02_2,M020,neu
Ses02F_script02_2,M021,neu
Ses02F_script02_2,M022,neu
Ses02F_script02_2,M023,neu
Ses02F_script02_2,M024,fru
Ses02F_script02_2,M025,fru
Ses02F_script02_2,M026,fru
Ses02F_script02_2,M027,fru
Ses02F_script02_2,M028,fru
Ses02F_script02_2,M029,ang
Ses02F_script02_2,M030,xxx
Ses02F_script02_2,M031,sad
Ses02F_script02_2,M032,fru
Ses02F_script02_2,M033,neu
Ses02F_script02_2,M034,neu
Ses02F_script02_2,M035,sad
Ses02F_script02_2,M036,sad
Ses02F_script02_2,M037,sad
Ses02F_script02_2,M038,sad
Ses02F_script02_2,M039,sur
Ses02F_script02_2,M040,xxx
Ses02F_script02_2,M041,hap
Ses02F_script02_2,M042,hap
Ses02F_script02_2,M043,hap
Ses02F_script02_2,M044,xxx
Ses02F_script02_2,M045,hap
Ses02F_script02_2,M046,hap
Ses02F_script03_1,F000,fea
Ses02F_script03_1,F001,fea
Ses02F_script03_1,F002,fea
Ses02F_script03_1,F003,xxx
Ses02F_script03_1,F004,xxx
Ses02F_script03_1,F005,exc
Ses02F_script03_1,F006,hap
Ses02F_script03_1,F007,hap
Ses02F_script03_1,F008,hap
Ses02F_script03_1,F009,hap
Ses02F_script03_1,F010,hap
Ses02F_script03_1,F011,xxx
Ses02F_script03_1,F012,neu
Ses02F_script03_1,F013,neu
Ses02F_script03_1,F014,neu
Ses02F_script03_1,F015,neu
Ses02F_script03_1,F016,neu
Ses02F_script03_1,F017,neu
Ses02F_script03_1,F018,xxx
Ses02F_script03_1,F019,hap
Ses02F_script03_1,F020,hap
Ses02F_script03_1,F021,hap
Ses02F_script03_1,F022,hap
Ses02F_script03_1,F023,hap
Ses02F_script03_1,F024,hap
Ses02F_script03_1,F025,hap
Ses02F_script03_1,F026,hap
Ses02F_script03_1,F027,neu
Ses02F_script03_1,F028,hap
Ses02F_script03_1,F029,exc
Ses02F_script03_1,F030,xxx
Ses02F_script03_1,M000,xxx
Ses02F_script03_1,M001,neu
Ses02F_script03_1,M002,xxx
Ses02F_script03_1,M003,xxx
Ses02F_script03_1,M004,neu
Ses02F_script03_1,M005,neu
Ses02F_script03_1,M006,xxx
Ses02F_script03_1,M007,neu
Ses02F_script03_1,M008,neu
Ses02F_script03_1,M009,neu
Ses02F_script03_1,M010,neu
Ses02F_script03_1,M011,xxx
Ses02F_script03_1,M012,neu
Ses02F_script03_1,M013,neu
Ses02F_script03_1,M014,neu
Ses02F_script03_1,M015,neu
Ses02F_script03_1,M016,neu
Ses02F_script03_1,M017,neu
Ses02F_script03_1,M018,neu
Ses02F_script03_1,M019,exc
Ses02F_script03_1,M020,exc
Ses02F_script03_1,M021,neu
Ses02F_script03_1,M022,exc
Ses02F_script03_1,M023,exc
Ses02F_script03_1,M024,neu
Ses02F_script03_1,M025,neu
Ses02F_script03_1,M026,neu
Ses02F_script03_1,M027,xxx
Ses02F_script03_1,M028,neu
Ses02F_script03_1,M029,neu
Ses02F_script03_1,M030,xxx
Ses02F_script03_1,M031,neu
Ses02F_script03_1,M032,exc
Ses02F_script03_1,M033,neu
Ses02F_script03_1,M034,neu
Ses02F_script03_2,F000,xxx
Ses02F_script03_2,F001,xxx
Ses02F_script03_2,F002,xxx
Ses02F_script03_2,F003,xxx
Ses02F_script03_2,F004,xxx
Ses02F_script03_2,F005,xxx
Ses02F_script03_2,F006,xxx
Ses02F_script03_2,F007,neu
Ses02F_script03_2,F008,xxx
Ses02F_script03_2,F009,xxx
Ses02F_script03_2,F010,xxx
Ses02F_script03_2,F011,neu
Ses02F_script03_2,F012,neu
Ses02F_script03_2,F013,ang
Ses02F_script03_2,F014,ang
Ses02F_script03_2,F015,xxx
Ses02F_script03_2,F016,exc
Ses02F_script03_2,F017,fru
Ses02F_script03_2,F018,ang
Ses02F_script03_2,F019,fru
Ses02F_script03_2,F020,ang
Ses02F_script03_2,F021,xxx
Ses02F_script03_2,F022,fru
Ses02F_script03_2,F023,xxx
Ses02F_script03_2,F024,fru
Ses02F_script03_2,F025,ang
Ses02F_script03_2,F026,fru
Ses02F_script03_2,F027,xxx
Ses02F_script03_2,F028,fru
Ses02F_script03_2,F029,ang
Ses02F_script03_2,F030,fru
Ses02F_script03_2,F031,ang
Ses02F_script03_2,F032,fru
Ses02F_script03_2,F033,xxx
Ses02F_script03_2,F034,ang
Ses02F_script03_2,F035,ang
Ses02F_script03_2,F036,ang
Ses02F_script03_2,F037,ang
Ses02F_script03_2,F038,ang
Ses02F_script03_2,F039,ang
Ses02F_script03_2,F040,ang
Ses02F_script03_2,F041,ang
Ses02F_script03_2,F042,ang
Ses02F_script03_2,F043,ang
Ses02F_script03_2,M000,neu
Ses02F_script03_2,M001,neu
Ses02F_script03_2,M002,xxx
Ses02F_script03_2,M003,xxx
Ses02F_script03_2,M004,xxx
Ses02F_script03_2,M005,xxx
Ses02F_script03_2,M006,ang
Ses02F_script03_2,M007,ang
Ses02F_script03_2,M008,xxx
Ses02F_script03_2,M009,neu
Ses02F_script03_2,M010,xxx
Ses02F_script03_2,M011,neu
Ses02F_script03_2,M012,fru
Ses02F_script03_2,M013,ang
Ses02F_script03_2,M014,xxx
Ses02F_script03_2,M015,fru
Ses02F_script03_2,M016,xxx
Ses02F_script03_2,M017,xxx
Ses02F_script03_2,M018,xxx
Ses02F_script03_2,M019,fru
Ses02F_script03_2,M020,xxx
Ses02F_script03_2,M021,fru
Ses02F_script03_2,M022,fru
Ses02F_script03_2,M023,fru
Ses02F_script03_2,M024,xxx
Ses02F_script03_2,M025,xxx
Ses02F_script03_2,M026,xxx
Ses02F_script03_2,M027,ang
Ses02F_script03_2,M028,fru
Ses02F_script03_2,M029,fru
Ses02F_script03_2,M030,ang
Ses02F_script03_2,M031,xxx
Ses02F_script03_2,M032,xxx
Ses02F_script03_2,M033,fru
Ses02F_script03_2,M034,fru
Ses02F_script03_2,M035,fru
Ses02F_script03_2,M036,ang
Ses02F_script03_2,M037,ang
Ses02F_script03_2,M038,ang
Ses02F_script03_2,M039,ang
Ses02F_script03_2,M040,fru
Ses02F_script03_2,M041,ang
Ses02F_script03_2,M042,ang
Ses02F_script03_2,M043,ang
Ses02F_script03_2,M044,ang
Ses02F_script03_2,M045,ang
Ses02F_script03_2,M046,ang
Ses02F_script03_2,M047,ang
Ses02M_impro01,F000,neu
Ses02M_impro01,F001,neu
Ses02M_impro01,F002,neu
Ses02M_impro01,F003,neu
Ses02M_impro01,F004,neu
Ses02M_impro01,F005,neu
Ses02M_impro01,F006,neu
Ses02M_impro01,F007,fru
Ses02M_impro01,F008,fru
Ses02M_impro01,F009,fru
Ses02M_impro01,F010,fru
Ses02M_impro01,F011,fru
Ses02M_impro01,F012,fru
Ses02M_impro01,F013,fru
Ses02M_impro01,F014,fru
Ses02M_impro01,F015,neu
Ses02M_impro01,F016,neu
Ses02M_impro01,F017,fru
Ses02M_impro01,F018,fru
Ses02M_impro01,F019,fru
Ses02M_impro01,F020,fru
Ses02M_impro01,F021,fru
Ses02M_impro01,F022,fru
Ses02M_impro01,F023,fru
Ses02M_impro01,F024,fru
Ses02M_impro01,M000,fru
Ses02M_impro01,M001,neu
Ses02M_impro01,M002,neu
Ses02M_impro01,M003,neu
Ses02M_impro01,M004,neu
Ses02M_impro01,M005,neu
Ses02M_impro01,M006,fru
Ses02M_impro01,M007,ang
Ses02M_impro01,M008,ang
Ses02M_impro01,M009,ang
Ses02M_impro01,M010,ang
Ses02M_impro01,M011,ang
Ses02M_impro01,M012,fru
Ses02M_impro01,M013,fru
Ses02M_impro01,M014,fru
Ses02M_impro01,M015,fru
Ses02M_impro01,M016,xxx
Ses02M_impro01,M017,fru
Ses02M_impro01,M018,ang
Ses02M_impro01,M019,ang
Ses02M_impro01,M020,fru
Ses02M_impro01,M021,fru
Ses02M_impro01,M022,fru
Ses02M_impro02,F000,sad
Ses02M_impro02,F001,sad
Ses02M_impro02,F002,sad
Ses02M_impro02,F003,sad
Ses02M_impro02,F004,sad
Ses02M_impro02,F005,sad
Ses02M_impro02,F006,sad
Ses02M_impro02,F007,sad
Ses02M_impro02,F008,sad
Ses02M_impro02,F009,sad
Ses02M_impro02,F010,sad
Ses02M_impro02,F011,fru
Ses02M_impro02,F012,sad
Ses02M_impro02,F013,sad
Ses02M_impro02,F014,sad
Ses02M_impro02,M000,sad
Ses02M_impro02,M001,sad
Ses02M_impro02,M002,sad
Ses02M_impro02,M003,fru
Ses02M_impro02,M004,xxx
Ses02M_impro02,M005,xxx
Ses02M_impro02,M006,xxx
Ses02M_impro02,M007,sad
Ses02M_impro02,M008,sad
Ses02M_impro02,M009,sad
Ses02M_impro02,M010,xxx
Ses02M_impro02,M011,xxx
Ses02M_impro02,M012,xxx
Ses02M_impro02,M013,sad
Ses02M_impro02,M014,neu
Ses02M_impro02,M015,xxx
Ses02M_impro02,M016,xxx
Ses02M_impro02,M017,sad
Ses02M_impro02,M018,sad
Ses02M_impro03,F000,exc
Ses02M_impro03,F001,exc
Ses02M_impro03,F002,xxx
Ses02M_impro03,F003,exc
Ses02M_impro03,F004,exc
Ses02M_impro03,F005,exc
Ses02M_impro03,F006,xxx
Ses02M_impro03,F007,exc
Ses02M_impro03,F008,exc
Ses02M_impro03,F009,xxx
Ses02M_impro03,F010,xxx
Ses02M_impro03,F011,exc
Ses02M_impro03,F012,exc
Ses02M_impro03,F013,exc
Ses02M_impro03,F014,exc
Ses02M_impro03,F015,exc
Ses02M_impro03,F016,exc
Ses02M_impro03,F017,exc
Ses02M_impro03,F018,exc
